Investment_ID,Investment_Name,Investment_Category,Department,Region,Start_Date,End_Date,Initial_Investment,Additional_Investment,Total_Investment,Budgeted_Investment,Expected_Revenue,Actual_Revenue,Expected_Cost_Savings,Actual_Cost_Savings,Expected_Return,Actual_Return,Net_Benefit,ROI_Pct,Target_ROI_Pct,ROI_Variance,Payback_Years,NPV,IRR_Pct,Discount_Rate,Investment_Status,Risk_Level,Performance_Rating,Decision_Recommendation,Revenue_Achievement_Pct,Cost_Saving_Achievement_Pct,Investment_Variance,Performance_Score,ROI_Classification
INV-070,RPA Finance Rollout – East,Automation,IT,East,15-08-2025,11-06-2026,29760000,310000,30070000,32340000,32025065.57,29631888.01,6579534.068,5183527.194,38604599.64,34815415.2,4745415.205,0.157812278,0.283824398,-0.12601212,0.863697871,-5494783.674,0.050919904,0.128590807,Completed,Low,Watch,Review / Restructure,0.925271736,0.787825877,-2270000,52.78549532,Significantly Below Target
INV-071,Leadership Development – Central,Training,Product,Central,11-07-2024,10-11-2026,8520000,760000,9280000,9240000,10027093.78,8674585.268,531423.3518,468565.8583,10558517.13,9143151.127,-136848.8734,-0.014746646,0.137771243,-0.152517888,2.222442096,-2612443.944,-0.004931804,0.115403715,Cancelled,High,Underperforming,Review / Restructure,0.865114604,0.881718608,40000,48.96617973,Significantly Below Target
INV-072,Plant Utility Upgrade – South,Infrastructure,Marketing,South,25-10-2024,29-01-2027,16520000,2130000,18650000,19990000,16807138.97,15338971.08,3840551.379,3829774.209,20647690.35,19168745.28,518745.2847,0.027814761,0.107114764,-0.079300003,2.201771939,-3923643.32,0.009215234,0.094844985,On Hold,Medium,Watch,Review / Restructure,0.912646174,0.997193848,-1340000,57.50110902,Significantly Below Target
INV-073,ERP Cloud Migration – West,Technology,HR,West,27-01-2026,11-01-2027,23590000,2800000,26390000,28150000,27847301.45,25957698.84,5027539.957,5513712.088,32874841.41,31471410.92,5081410.924,0.192550622,0.245731012,-0.05318039,0.838538827,-2550035.403,0.061722855,0.100333541,Active,Low,Watch,Review / Restructure,0.932144139,1.096701793,-1760000,61.04702209,Significantly Below Target
INV-074,Brand Repositioning – North,Marketing,Supply Chain,North,02-04-2024,30-07-2026,14720000,1450000,16170000,16990000,17788413.13,15563950.43,1071445.231,875663.6117,18859858.36,16439614.05,269614.0466,0.01667372,0.166348692,-0.149674973,2.260979767,-4494846.36,0.00553752,0.126104522,Completed,High,Underperforming,Review / Restructure,0.874948784,0.81727333,-820000,48.51228497,Significantly Below Target
INV-075,Premium Product Line – East,Product Development,Operations,East,23-09-2024,25-02-2027,37740000,2470000,40210000,39320000,41738597.98,37210916.66,7066291.228,5591467.293,48804889.21,42802383.95,2592383.95,0.064471125,0.213750042,-0.149278917,2.27780489,-9804619.542,0.021194101,0.125999931,Cancelled,Medium,Underperforming,Review / Restructure,0.891522918,0.791287411,890000,48.23520265,Significantly Below Target
INV-076,Tier-2 City Expansion – Central,Expansion,Finance,Central,28-05-2025,02-07-2026,40080000,4140000,44220000,41570000,47911379.17,43588694.68,5130432.315,4052365.729,53041811.48,47641060.41,3421060.409,0.07736455,0.199498224,-0.122133674,1.017195536,-9569074.707,0.025364735,0.116454299,On Hold,Low,Underperforming,Review / Restructure,0.909777498,0.789868276,2650000,51.70936609,Significantly Below Target
INV-077,Automated Packaging Line – South,Equipment,Sales,South,09-06-2024,11-02-2026,35870000,5550000,41420000,42280000,38514715.36,34021592.26,7416191.41,7843789.282,45930906.77,41865381.54,445381.5372,0.010752814,0.108906489,-0.098153675,1.658874758,-9761802.119,0.003575762,0.101017693,Active,High,Watch,Review / Restructure,0.883340093,1.05765734,-860000,55.52483724,Significantly Below Target
INV-078,RPA Finance Rollout – West,Automation,IT,West,12-09-2024,31-07-2026,23540000,3670000,27210000,29320000,31431921.67,32014521.39,1835300.398,1465242.468,33267222.06,33479763.85,6269763.853,0.23042131,0.222610146,0.007811165,1.529713249,-1953559.577,0.073352956,0.101958482,Completed,Medium,Watch,Review / Restructure,1.018535288,0.798366561,-2110000,64.06189175,On Target
INV-079,Leadership Development – North,Training,Product,North,01-08-2025,30-08-2027,10900000,810000,11710000,12310000,12117147.12,9974889.094,1648464.915,1658236.357,13765612.03,11633125.45,-76874.54899,-0.006564863,0.175543299,-0.182108162,2.008131588,-3291124.471,-0.002191493,0.118468751,Cancelled,Low,Underperforming,Review / Restructure,0.823204422,1.005927601,-600000,48.09496231,Significantly Below Target
INV-080,Plant Utility Upgrade – East,Infrastructure,Marketing,East,12-07-2025,20-02-2026,49710000,2080000,51790000,54730000,48511620.27,50012310.68,7975628.416,7129374.057,56487248.68,57141684.74,5351684.736,0.103334326,0.090697986,0.01263634,0.906343596,-10255091.7,0.033700461,0.116706907,On Hold,High,Watch,Review / Restructure,1.030934659,0.893894962,-2940000,65.26758953,On Target
INV-081,ERP Cloud Migration – Central,Technology,HR,Central,11-07-2024,20-10-2025,20040000,820000,20860000,19190000,20892766.68,20848093.63,3583004.745,4055179.818,24475771.43,24903273.45,4043273.451,0.193829025,0.173335159,0.020493865,1.069426444,-2673321.016,0.062117906,0.114826025,Active,Medium,Watch,Review / Restructure,0.997861794,1.131781872,1670000,63.89779511,Above Target
INV-082,Brand Repositioning – South,Marketing,Supply Chain,South,19-07-2025,09-10-2026,16460000,1160000,17620000,16530000,19178873.9,18761422.85,3109341.551,2623187.645,22288215.45,21384610.5,3764610.499,0.213655533,0.264938448,-0.051282914,1.009065176,-1567650.756,0.068222547,0.10390741,Completed,Low,Watch,Review / Restructure,0.978233808,0.843647313,1090000,58.37824101,Significantly Below Target
INV-083,Premium Product Line – West,Product Development,Operations,West,21-10-2025,17-06-2026,39000000,2940000,41940000,45160000,46492731.98,41842185.51,2878777.548,2164834.943,49371509.53,44007020.45,2067020.451,0.04928518,0.177193837,-0.127908657,0.953029757,-6892032.289,0.016253707,0.081011511,Cancelled,High,Watch,Review / Restructure,0.899972614,0.751997995,-3220000,53.2297102,Significantly Below Target
INV-084,Tier-2 City Expansion – North,Expansion,Finance,North,06-01-2026,13-05-2027,37420000,80000,37500000,35540000,37970923.85,36666742.89,7491922.764,8028296.996,45462846.61,44695039.89,7195039.89,0.19186773,0.212342576,-0.020474846,1.13095201,-2135338.292,0.061511757,0.08349328,On Hold,Medium,Watch,Review / Restructure,0.965653168,1.071593668,1960000,62.35271074,Below Target
INV-085,Automated Packaging Line – East,Equipment,Sales,East,17-04-2024,22-06-2026,39330000,1850000,41180000,41570000,46046995.94,46250172.81,3229461.126,2606044.324,49276457.06,48856217.13,7676217.134,0.186406438,0.196611391,-0.010204952,1.838174379,-3725912.003,0.059821738,0.095670132,Active,Low,Watch,Review / Restructure,1.004412381,0.806959497,-390000,63.25273852,On Target
INV-086,RPA Finance Rollout – Central,Automation,IT,Central,19-10-2024,05-04-2027,25380000,4420000,29800000,28290000,35530987.76,35356540.66,1202380.17,940397.0782,36733367.93,36296937.74,6496937.739,0.218018045,0.232663353,-0.014645308,2.019899445,-1342777,0.069560269,0.087005847,Completed,High,Watch,Review / Restructure,0.995090283,0.782112931,1510000,59.98826051,On Target
INV-087,Leadership Development – South,Training,Product,South,05-09-2025,14-06-2026,7770000,680000,8450000,8350000,8835786.289,7618584.597,946308.0182,735083.697,9782094.308,8353668.294,-96331.70604,-0.011400202,0.157644297,-0.169044499,0.976878613,-2152853.812,-0.003809762,0.102250747,Cancelled,Medium,Underperforming,Review / Restructure,0.862241836,0.776791153,100000,49.23344539,Significantly Below Target
INV-088,Plant Utility Upgrade – West,Infrastructure,Marketing,West,10-09-2025,04-05-2027,50140000,3220000,53360000,53000000,52041538.07,58208497.29,8996546.563,9526957.459,61038084.63,67735454.75,14375454.75,0.269405074,0.143892141,0.125512933,1.29712365,-2867256.413,0.085173676,0.106655667,On Hold,Low,Good,Review / Restructure,1.11850071,1.058957167,360000,75.09027539,Significantly Above Target
INV-089,ERP Cloud Migration – North,Technology,HR,North,03-01-2025,27-07-2026,24790000,830000,25620000,25660000,25904430.78,25993986.41,4342959.672,3825557.594,30247390.45,29819544.01,4199544.007,0.163916628,0.180616333,-0.016699705,1.341714516,-3531685.308,0.052827908,0.109165995,Active,High,Watch,Review / Restructure,1.003457155,0.880864176,-40000,62.22507865,Below Target
INV-090,Brand Repositioning – East,Marketing,Supply Chain,East,01-06-2025,20-05-2026,20280000,850000,21130000,20230000,24580237.41,25277992.38,1573070.762,1523321.399,26153308.17,26801313.78,5671313.784,0.268401031,0.237733468,0.030667563,0.788394187,-981156.2789,0.084871081,0.103312114,Completed,Medium,Watch,Review / Restructure,1.028386828,0.968374364,900000,66.25313621,Above Target
INV-091,Premium Product Line – Central,Product Development,Operations,Central,17-04-2024,27-08-2025,17330000,10000,17340000,17490000,20918133.52,17798136.49,812648.534,873847.8169,21730782.06,18671984.3,1331984.304,0.076815704,0.253216958,-0.176401255,1.264509638,-2881508.799,0.02518764,0.091784575,Cancelled,Low,Underperforming,Review / Restructure,0.850847255,1.075308427,-150000,50.34270931,Significantly Below Target
INV-092,Tier-2 City Expansion – South,Expansion,Finance,South,16-05-2025,21-03-2026,57230000,70000,57300000,59000000,58475047.76,56139075.95,7425533.642,5772916.638,65900581.4,61911992.58,4611992.584,0.080488527,0.150097407,-0.06960888,0.925507282,-13333878.99,0.026371997,0.126130432,On Hold,High,Watch,Review / Restructure,0.960051819,0.777441315,-1700000,57.11693343,Significantly Below Target
INV-093,Automated Packaging Line – West,Equipment,Sales,West,29-01-2026,11-02-2028,29080000,180000,29260000,32170000,29050316.04,28169384.82,4489823.109,4076357.428,33540139.15,32245742.24,2985742.243,0.102041772,0.146279533,-0.044237762,1.847131833,-4933876.642,0.033287581,0.101948744,Active,Medium,Watch,Review / Restructure,0.969675675,0.907910474,-2910000,60.34795905,Below Target
INV-094,RPA Finance Rollout – North,Automation,IT,North,30-06-2025,05-02-2027,19910000,120000,20030000,19390000,24676857.41,27609617.88,1377206.633,1348899.737,26054064.04,28958517.61,8928517.615,0.445757245,0.300752074,0.145005171,1.108581494,2098947.083,0.136950259,0.09692025,Completed,Low,Good,Increase / Scale,1.118846595,0.979446152,640000,75.49503643,Significantly Above Target
INV-095,Leadership Development – East,Training,Product,East,20-04-2025,30-10-2025,3390000,500000,3890000,4200000,3500971.232,2879627.893,754543.5052,831509.0499,4255514.738,3711136.943,-178863.057,-0.04598022,0.093962657,-0.139942878,0.951100244,-955376.1873,-0.015487891,0.083725866,Cancelled,High,Watch,Review / Restructure,0.822522581,1.102002793,-310000,53.05616374,Significantly Below Target
INV-096,Plant Utility Upgrade – Central,Infrastructure,Marketing,Central,01-12-2024,03-03-2027,35920000,2750000,38670000,39510000,41193679.67,37936994.78,3775794.387,2848779.696,44969474.06,40785774.47,2115774.472,0.054713589,0.162903389,-0.1081898,2.135228766,-8862330.402,0.018023262,0.114528843,On Hold,Medium,Watch,Review / Restructure,0.920942122,0.754484859,-840000,53.02852567,Significantly Below Target
INV-097,ERP Cloud Migration – South,Technology,HR,South,28-07-2024,18-09-2026,29230000,4780000,34010000,34850000,37932390.02,38432833.15,5032632.713,5282734.712,42965022.73,43715567.86,9705567.86,0.285373945,0.263305579,0.022068366,1.666803472,-55764.38271,0.089973514,0.090606246,Active,Low,Watch,Review / Restructure,1.013193029,1.049696057,-840000,67.00411656,Above Target
INV-098,Brand Repositioning – West,Marketing,Supply Chain,West,01-10-2024,13-07-2026,12340000,1800000,14140000,13040000,13317172.96,12438730.32,3038623.043,3482204.668,16355796.01,15920934.99,1780934.992,0.125950141,0.156704102,-0.030753961,1.58161703,-1568589.088,0.040891581,0.084279731,Completed,High,Watch,Review / Restructure,0.934036853,1.14598113,1100000,59.36463151,Below Target
INV-099,Premium Product Line – North,Product Development,Operations,North,21-08-2024,12-11-2026,13580000,1620000,15200000,16690000,15739905.18,13554520.39,2744902.537,2532139.405,18484807.72,16086659.79,886659.7949,0.058332881,0.216105771,-0.15777289,2.104628232,-2723062.258,0.019200879,0.091153387,Cancelled,Medium,Underperforming,Review / Restructure,0.861156419,0.92248791,-1490000,50.1246306,Significantly Below Target
INV-100,Tier-2 City Expansion – East,Expansion,Finance,East,08-01-2026,14-07-2026,18660000,2250000,20910000,20170000,22461755.72,18347568.52,2770588.497,2199147.364,25232344.22,20546715.88,-363284.119,-0.017373702,0.206711823,-0.224085525,0.990525817,-5601107.525,-0.005813833,0.106848352,On Hold,Low,Underperforming,Review / Restructure,0.816835903,0.793747381,740000,45.21543354,Significantly Below Target
INV-101,Automated Packaging Line – Central,Equipment,Sales,Central,05-03-2025,30-05-2027,13290000,1450000,14740000,14670000,14302889.73,15999230.79,2239328.095,2215020.953,16542217.83,18214251.74,3474251.741,0.235702289,0.122267152,0.113435137,1.809186936,-520099.2272,0.07496305,0.088630771,Active,High,Good,Review / Restructure,1.118601282,0.989145341,70000,73.34729225,Significantly Above Target
INV-102,RPA Finance Rollout – South,Automation,IT,South,07-08-2024,26-10-2026,7390000,440000,7830000,7320000,8658388.067,8970824.729,1330389.828,1302631.567,9988777.894,10273456.3,2443456.296,0.312063384,0.275705989,0.036357395,1.691364998,233062.5334,0.097942998,0.086598852,Completed,Medium,Watch,Continue,1.036084853,0.979135242,510000,65.49084141,Above Target
INV-103,Leadership Development – West,Training,Product,West,24-01-2026,07-10-2026,2720000,290000,3010000,2900000,3103436.676,2647469.415,543423.2561,526106.2174,3646859.932,3173575.633,163575.6327,0.054344064,0.211581373,-0.157237309,0.937694704,-485234.4535,0.01790293,0.081421745,Cancelled,Low,Underperforming,Review / Restructure,0.853076667,0.968133424,110000,51.50345166,Significantly Below Target
INV-104,Plant Utility Upgrade – North,Infrastructure,Marketing,North,21-09-2025,18-02-2028,39900000,3030000,42930000,44890000,39131008.29,40274213.84,7318356.631,8169414.201,46449364.92,48443628.04,5513628.041,0.128432985,0.08197915,0.046453835,2.136554794,-4722561.33,0.041677297,0.084723332,On Hold,High,Good,Review / Restructure,1.029214825,1.116290803,-1960000,68.32283554,Above Target
INV-105,ERP Cloud Migration – East,Technology,HR,East,18-03-2025,21-05-2027,29850000,4780000,34630000,34410000,34300234.86,34506867.61,6103126.9,5510067.845,40403361.76,40016935.45,5386935.452,0.1555569,0.166715615,-0.011158715,1.882505713,-4468537.549,0.050213889,0.102303191,Active,Medium,Watch,Review / Restructure,1.006024237,0.902827016,220000,62.88421574,On Target
INV-106,Brand Repositioning – Central,Marketing,Supply Chain,Central,02-01-2025,05-11-2025,8150000,550000,8700000,8030000,10232004.5,9514614.884,449362.6432,411048.5428,10681367.15,9925663.426,1225663.426,0.140880854,0.22774335,-0.086862497,0.876515718,-1272267.848,0.045605562,0.105124163,Completed,Low,Watch,Review / Restructure,0.929887675,0.914736792,670000,55.26470475,Significantly Below Target
INV-107,Premium Product Line – South,Product Development,Operations,South,14-11-2025,30-08-2026,23810000,570000,24380000,24810000,25246049.54,22408467.33,3167348.853,2554067.728,28413398.39,24962535.06,582535.0598,0.023893973,0.165438818,-0.141544845,0.976663626,-5897740.288,0.007922975,0.109344467,Cancelled,High,Underperforming,Review / Restructure,0.887602922,0.806373989,-430000,51.32522721,Significantly Below Target
INV-108,Tier-2 City Expansion – West,Expansion,Finance,West,14-09-2025,14-01-2028,57030000,6420000,63450000,68720000,66209455.86,63408996.39,10088352.83,8198275.849,76297808.68,71607272.24,8157272.236,0.12856221,0.202487135,-0.073924924,2.068336645,-11169573.26,0.041718171,0.114932053,On Hold,Medium,Watch,Review / Restructure,0.957703028,0.812647614,-5270000,56.31101193,Significantly Below Target
INV-109,Automated Packaging Line – North,Equipment,Sales,North,21-07-2024,01-10-2026,30270000,820000,31090000,31180000,33951117.6,33600684.15,2319470.504,1793567.58,36270588.1,35394251.73,4304251.733,0.138444893,0.166631975,-0.028187082,1.930054135,-5086690.29,0.044838256,0.112433827,Active,Low,Watch,Review / Restructure,0.989678294,0.773265958,-90000,60.91593834,Below Target
INV-110,RPA Finance Rollout – East,Automation,IT,East,09-05-2025,13-09-2027,27100000,1840000,28940000,30160000,32713319.69,34450755.73,1960377.37,1822350.873,34673697.06,36273106.6,7333106.603,0.25339,0.198123603,0.055266398,1.87327584,-2139046.399,0.08033556,0.110168777,Completed,High,Watch,Review / Restructure,1.053110967,0.929591874,-1220000,67.25855835,Significantly Above Target
INV-111,Leadership Development – Central,Training,Product,Central,16-12-2025,11-11-2027,5470000,340000,5810000,5640000,6368721.091,4708765.68,498592.6181,514050.1777,6867313.709,5222815.858,-587184.1423,-0.101064396,0.181981706,-0.283046102,1.786980285,-1738056.703,-0.034494975,0.089151874,Cancelled,Medium,Underperforming,Review / Restructure,0.739358124,1.031002384,170000,43.59411032,Significantly Below Target
INV-112,Plant Utility Upgrade – South,Infrastructure,Marketing,South,29-06-2024,03-11-2026,49040000,7830000,56870000,54100000,54416300.84,46166162.62,12350317.41,13760355.37,66766618.25,59926517.98,3056517.984,0.0537457,0.174021773,-0.120276073,2.228189595,-10749865.21,0.017708041,0.094156953,On Hold,Low,Watch,Review / Restructure,0.848388477,1.11417018,2770000,52.2326808,Significantly Below Target
INV-113,ERP Cloud Migration – West,Technology,HR,West,21-10-2025,20-01-2027,8390000,190000,8580000,8680000,8576039.245,9591850.573,1535798.214,1183693.299,10111837.46,10775543.87,2195543.872,0.255890894,0.178535834,0.07735506,0.994764015,-463196.4507,0.081092707,0.102540889,Active,High,Good,Review / Restructure,1.118447607,0.77073491,-100000,69.48251568,Significantly Above Target
INV-114,Brand Repositioning – North,Marketing,Supply Chain,North,20-02-2026,24-04-2028,10230000,580000,10810000,11310000,12491465.34,13079839.38,459055.1369,363456.7895,12950520.47,13443296.17,2633296.171,0.243598166,0.198012995,0.045585171,1.74923261,-770269.0092,0.077365186,0.105924478,Completed,Medium,Watch,Review / Restructure,1.047102084,0.791749749,-500000,66.61851883,Above Target
INV-115,Premium Product Line – East,Product Development,Operations,East,08-09-2024,25-04-2026,28260000,4900000,33160000,31040000,36824789.6,33063406.25,5043046.102,5148182.939,41867835.71,38211589.19,5051589.186,0.152339843,0.262600594,-0.110260752,1.412254614,-6115041.852,0.049205834,0.127494231,Cancelled,Low,Watch,Review / Restructure,0.897857302,1.020847883,2120000,52.38522977,Significantly Below Target
INV-116,Tier-2 City Expansion – Central,Expansion,Finance,Central,27-11-2024,18-10-2026,37240000,1140000,38380000,36910000,37308004.27,35990550.36,7539733.252,7315536.766,44847737.52,43306087.13,4926087.128,0.128350368,0.168518435,-0.040168067,1.675375852,-5698359.77,0.041651164,0.101809199,On Hold,High,Watch,Review / Restructure,0.964687098,0.970264666,1470000,59.28542595,Below Target
INV-117,Automated Packaging Line – South,Equipment,Sales,South,21-07-2025,23-07-2026,21870000,2780000,24650000,23640000,28457324.75,28304513.23,1161091.381,1287167.085,29618416.13,29591680.31,4941680.311,0.200473846,0.201558464,-0.001084617,0.837568811,-2656267.798,0.06416848,0.107825632,Active,Medium,Watch,Review / Restructure,0.994630152,1.108583791,1010000,63.93990168,On Target
INV-118,RPA Finance Rollout – West,Automation,IT,West,16-08-2025,30-05-2027,21200000,2920000,24120000,25910000,26794107.73,25588935.08,3259843.827,3554850.504,30053951.56,29143785.59,5023785.587,0.208282985,0.246017892,-0.037734908,1.478379976,-1485966.023,0.066572397,0.090643406,Completed,Low,Watch,Review / Restructure,0.955020982,1.090497181,-1790000,62.15681766,Below Target
INV-119,Leadership Development – North,Training,Product,North,25-04-2024,28-08-2025,5880000,330000,6210000,6640000,6424688.419,5232410.052,423239.3557,480844.2481,6847927.775,5713254.301,-496745.6995,-0.079991256,0.10272589,-0.182717146,1.286828918,-1711069.7,-0.02716225,0.085327,Cancelled,High,Underperforming,Review / Restructure,0.814422383,1.136104764,-430000,49.11282879,Significantly Below Target
INV-120,Plant Utility Upgrade – East,Infrastructure,Marketing,East,07-07-2025,12-09-2026,28750000,5090000,33840000,34070000,32840843.64,31079359.73,5059704.246,4901015.897,37900547.88,35980375.63,2140375.626,0.063249871,0.11999255,-0.056742679,1.11315475,-5430249.491,0.020797931,0.084291803,On Hold,Medium,Watch,Review / Restructure,0.946363013,0.968636833,-230000,61.14485882,Significantly Below Target
INV-121,ERP Cloud Migration – Central,Technology,HR,Central,12-04-2025,23-01-2026,28300000,130000,28430000,30210000,30298356.37,27851574.49,4694909.439,4726269.891,34993265.81,32577844.38,4147844.376,0.145896742,0.230857046,-0.084960304,0.87267898,-4622014.086,0.047183353,0.114546354,Active,Low,Watch,Review / Restructure,0.919243742,1.006679671,-1780000,57.9253494,Significantly Below Target
INV-122,Brand Repositioning – South,Marketing,Supply Chain,South,26-08-2024,22-05-2026,12650000,770000,13420000,14060000,13427398.22,13776703.81,2839166.855,2626282.836,16266565.08,16402986.65,2982986.649,0.222279184,0.212113642,0.010165542,1.42110438,-1142510.825,0.070865015,0.10504246,Completed,High,Watch,Review / Restructure,1.026014391,0.925018842,-640000,64.45775084,On Target
INV-123,Premium Product Line – West,Product Development,Operations,West,05-01-2025,10-05-2027,37670000,2240000,39910000,41420000,46595697.59,39805302.41,2440506.711,1859990.417,49036204.3,41665292.82,1755292.823,0.043981278,0.228669614,-0.184688336,2.24378138,-7478394.917,0.014520879,0.089775215,Cancelled,Medium,Underperforming,Review / Restructure,0.85426991,0.762132884,-1510000,46.8187576,Significantly Below Target
INV-124,Tier-2 City Expansion – North,Expansion,Finance,North,14-05-2024,19-06-2025,47050000,7630000,54680000,53430000,54915440.3,47392510.57,11724906.49,12387820.69,66640346.79,59780331.26,5100331.261,0.093275992,0.218733482,-0.12545749,1.00489734,-8970857.743,0.030482052,0.096686767,On Hold,Low,Watch,Review / Restructure,0.863008842,1.056538976,1250000,54.01232713,Significantly Below Target
INV-125,Automated Packaging Line – East,Equipment,Sales,East,01-05-2024,25-11-2024,18370000,1890000,20260000,21790000,19265472.39,20050051.01,4077586.955,4148066.006,23343059.35,24198117.02,3938117.019,0.194378925,0.152174696,0.042204229,0.837255229,-1434199.933,0.062287782,0.089972305,Active,High,Good,Review / Restructure,1.040724598,1.0172845,-1530000,69.01536447,Above Target
INV-126,RPA Finance Rollout – Central,Automation,IT,Central,21-09-2024,20-05-2026,23610000,1410000,25020000,26150000,28499018.75,26061236.62,2336428.415,1762559.937,30835447.17,27823796.56,2803796.56,0.112062213,0.232431941,-0.120369728,1.492968607,-5110964.511,0.036483018,0.123050598,Completed,Medium,Watch,Review / Restructure,0.91446084,0.75438217,-1130000,52.1203519,Significantly Below Target
INV-127,Leadership Development – South,Training,Product,South,13-04-2025,21-08-2027,9310000,950000,10260000,10470000,10909860.53,9223818.579,884005.8043,864107.002,11793866.33,10087925.58,-172074.4195,-0.016771386,0.149499643,-0.166271028,2.252699839,-2491810.428,-0.005611514,0.093936889,Cancelled,Low,Underperforming,Review / Restructure,0.845457057,0.97749019,-210000,50.102681,Significantly Below Target
INV-128,Plant Utility Upgrade – West,Infrastructure,Marketing,West,22-06-2025,09-02-2026,37370000,3790000,41160000,41540000,41940134.3,39583968.77,3290130.896,3682300.002,45230265.19,43266268.78,2106268.775,0.051172711,0.098888853,-0.047716142,0.951318456,-10270281.11,0.016869456,0.123956372,On Hold,High,Watch,Review / Restructure,0.943820744,1.119195594,-380000,60.25397867,Below Target
INV-129,ERP Cloud Migration – North,Technology,HR,North,04-09-2025,28-01-2028,11320000,930000,12250000,12980000,13387229.74,14302406.59,1224759.093,925270.4745,14611988.84,15227677.06,2977677.062,0.243075679,0.192815415,0.050260263,1.930695002,-1370245.018,0.077206423,0.123656329,Active,Medium,Watch,Review / Restructure,1.068361929,0.755471407,-730000,65.84544488,Significantly Above Target
INV-130,Brand Repositioning – East,Marketing,Supply Chain,East,04-12-2024,03-04-2026,14310000,2410000,16720000,15910000,17689070.3,19325806.09,2824941.862,2188750.109,20514012.16,21514556.2,4794556.197,0.286755753,0.226914603,0.059841151,1.032649063,-492921.2479,0.090387727,0.102032442,Completed,Low,Watch,Review / Restructure,1.092528085,0.774794745,810000,67.4566291,Significantly Above Target
INV-131,Premium Product Line – Central,Product Development,Operations,Central,02-07-2025,10-03-2027,31420000,1480000,32900000,31770000,36311508.99,30459400.34,3391805.342,2895969.792,39703314.34,33355370.13,455370.1305,0.013841037,0.20678767,-0.192946632,1.664631013,-7425325.983,0.004599607,0.097136967,Cancelled,High,Underperforming,Review / Restructure,0.838835983,0.853813677,1130000,45.39068141,Significantly Below Target
INV-132,Tier-2 City Expansion – South,Expansion,Finance,South,04-11-2025,07-09-2026,26540000,1310000,27850000,28950000,27325599.46,28476868.25,5177331.185,3972273.524,32502930.65,32449141.78,4599141.778,0.165139741,0.167071118,-0.001931378,0.85826615,-4940579.325,0.053209707,0.128510654,On Hold,Medium,Watch,Review / Restructure,1.042131511,0.767243466,-1100000,63.19986445,On Target
INV-133,Automated Packaging Line – West,Equipment,Sales,West,15-11-2025,06-07-2026,18250000,30000,18280000,17780000,18928682.01,18604475.74,3048103.726,3029838.206,21976785.73,21634313.94,3354313.944,0.183496386,0.202231167,-0.018734781,0.844953995,-3017940.471,0.058919896,0.128831694,Active,Low,Watch,Review / Restructure,0.982872222,0.994007579,500000,62.52939174,Below Target
INV-134,RPA Finance Rollout – North,Automation,IT,North,15-05-2025,19-09-2026,12240000,290000,12530000,11670000,13619399.18,13008593.02,1758971.494,1782868.204,15378370.67,14791461.23,2261461.228,0.180483737,0.227324076,-0.046840339,1.141858344,-1569009.373,0.057985291,0.109004076,Completed,High,Watch,Review / Restructure,0.955151755,1.013585615,860000,57.87846433,Below Target
INV-135,Leadership Development – East,Training,Product,East,01-10-2025,01-10-2027,2970000,330000,3300000,3190000,3323038.021,2664504.425,436017.4899,491606.3755,3759055.511,3156110.801,-143889.1994,-0.043602788,0.139107731,-0.182710518,1.783783784,-948571.0205,-0.014678962,0.106868149,Cancelled,Medium,Underperforming,Review / Restructure,0.801827848,1.12749233,110000,47.07156793,Significantly Below Target
INV-136,Plant Utility Upgrade – Central,Infrastructure,Marketing,Central,01-07-2024,05-12-2025,38760000,1820000,40580000,40710000,40670553.62,36647451.11,6024712.997,6530329.833,46695266.61,43177780.94,2597780.944,0.064016287,0.150696565,-0.086680278,1.344093134,-8421611.513,0.021046576,0.107000856,On Hold,Low,Watch,Review / Restructure,0.901080705,1.083923804,-130000,57.69653216,Significantly Below Target
INV-137,ERP Cloud Migration – South,Technology,HR,South,11-08-2024,02-11-2025,10210000,1290000,11500000,10880000,12692581.47,14407899.03,649393.5839,499305.1482,13341975.05,14907204.17,3407204.174,0.296278624,0.160171743,0.13610688,0.946862224,-973114.565,0.09323752,0.128423277,Active,High,Good,Review / Restructure,1.135143317,0.768879091,620000,71.32299959,Significantly Above Target
INV-138,Brand Repositioning – West,Marketing,Supply Chain,West,14-03-2025,18-01-2027,13420000,2150000,15570000,15050000,15605296,15521027.05,3045756.294,2510039.712,18651052.29,18031066.77,2461066.765,0.158064661,0.197883898,-0.039819237,1.596901392,-2194678.981,0.050998873,0.108598352,Completed,Medium,Watch,Review / Restructure,0.994599978,0.82411049,520000,59.2338813,Below Target
INV-139,Premium Product Line – North,Product Development,Operations,North,24-07-2025,16-01-2027,15430000,1210000,16640000,17140000,18435164.2,15366483.73,2330059.715,2408603.787,20765223.91,17775087.52,1135087.52,0.068214394,0.247910091,-0.179695697,1.387541479,-3728079.846,0.022407176,0.11696695,Cancelled,Low,Underperforming,Review / Restructure,0.833542005,1.033709038,-500000,48.83283359,Significantly Below Target
INV-140,Tier-2 City Expansion – East,Expansion,Finance,East,22-08-2024,27-07-2025,58670000,6440000,65110000,63100000,71484899.8,64316408.3,3278770.365,3650757.203,74763670.16,67967165.5,2857165.5,0.04388213,0.148267089,-0.104384959,0.957962562,-13057000.21,0.01448845,0.096057719,On Hold,High,Watch,Review / Restructure,0.899720199,1.113453154,2010000,55.12858935,Significantly Below Target
